Identifiant,Date,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Part prise en charge (%),Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire,Lien vers données parlementaires
2011/118,2011,AMBERIEUX-EN-DOMBES,AIN,"travaux de réfection de l'entrée, du couloir et de la salle d'activités de l'école",19000.00,4000.00,21.05,VOISIN Michel,Assemblée nationale,AIN,UMP,http://2007.nosdeputes.fr/VOISIN%20Michel/xml
2011/119,2011,AMBERT,PUY-DE-DOME,l'acquisition de mobilier et de matériel pour l'espace culturel multi-activités,17516.89,8700.00,49.67,CHASSAIGNE André,Assemblée nationale,PUY-DE-DOME,GDR,http://2007.nosdeputes.fr/CHASSAIGNE%20André/xml
2011/120,2011,AMBIEVILLERS,HAUTE-SAONE,la connexion du réseau communal à celui du syndicat des eaux du Morillon et la mise aux normes du château d'eau,156161.36,12000.00,7.68,Gouvernement,Réserve ministérielle,#N/A,,
2011/121,2011,AMBLAINVILLE,OISE,l'aménagement des abords de l'église,52417.45,15000.00,28.62,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/122,2011,AMBLEVILLE,VAL-D'OISE,la réfection des peintures intérieures de la salle des fêtes,5529.00,2764.00,49.99,HOUILLON Philippe,Assemblée nationale,VAL-D'OISE,UMP,http://2007.nosdeputes.fr/HOUILLON%20Philippe/xml
2011/123,2011,AMBLEVILLE,VAL-D'OISE,le remplacement de la porte d'entrée du secrétariat de la mairie,2962.41,1480.00,49.96,PORTELLI Hugues,Sénat,VAL-D'OISE,UMP,http://nossenateurs.fr/PORTELLI%20Hugues/xml
2011/124,2011,AMBRAULT,INDRE,l'aménagement paysager des jardins publics de la mairie et de Boisramier,86483.82,5000.00,5.78,PINTON Louis,Sénat,INDRE,UMP,http://nossenateurs.fr/PINTON%20Louis/xml
2011/125,2011,AMBRIEF,AISNE,l'aménagement des réseaux (3ème tranche),53134.11,5000.00,9.41,LEFEVRE Antoine,Sénat,AISNE,UMP,http://nossenateurs.fr/LEFEVRE%20Antoine/xml
2011/126,2011,AMBRINES,PAS-DE-CALAIS,"l'aménagement de trottoirs, rues de Magnicourt et de Maizières, la création d'un parking au cimetière et la réfection du chemin de Penin et de la Petite Rue",27991.25,10000.00,35.73,VANLERENBERGHE Jean-Marie,Sénat,PAS-DE-CALAIS,UDI,http://nossenateurs.fr/VANLERENBERGHE%20Jean-Marie/xml
2011/127,2011,AMBUTRIX,AIN,la construction d'une nouvelle mairie,388947.15,15000.00,3.86,de la VERPILLIERE Charles,Assemblée nationale,AIN,UMP,http://2007.nosdeputes.fr/de la VERPILLIERE Charles/xml
2011/128,2011,AMENONCOURT,MEURTHE-ET-MOSELLE,l'isolation de la façade ouest de la salle des fêtes,19856.00,4000.00,20.15,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/129,2011,AMENONCOURT,MEURTHE-ET-MOSELLE,la réfection du calvaire situé route d'Autrepierre,10827.62,2000.00,18.47,PANIS Jacqueline,Sénat,MEURTHE-ET-MOSELLE,UMP,http://nossenateurs.fr/PANIS%20Jacqueline/xml
2011/130,2011,AMFREVILLE-SUR-ITON,EURE,la restauration de l'église (1ère tranche),170084.66,16000.00,9.41,BOURDIN Joël,Sénat,EURE,UMP,http://nossenateurs.fr/BOURDIN%20Joël/xml
2011/131,2011,AMIFONTAINE,AISNE,la réfection du château d'eau,84164.42,5000.00,5.94,LEFEVRE Antoine,Sénat,AISNE,UMP,http://nossenateurs.fr/LEFEVRE%20Antoine/xml
2011/132,2011,AMILLY,EURE-ET-LOIR,l'aménagement de la cour de l'école maternelle,104914.34,5000.00,4.77,CORNU Gérard,Sénat,EURE-ET-LOIR,UMP,http://nossenateurs.fr/CORNU%20Gérard/xml
2011/133,2011,AMMERSCHWIHR,HAUT-RHIN,l'aménagement des espaces publics centraux,1688783.00,30000.00,1.78,Gouvernement,Réserve ministérielle,#N/A,,
2011/134,2011,AMNE-EN-CHAMPAGNE,SARTHE,l'installation d'éclairage public rue Principale et rue de la Maison Neuve et la construction d'un réseau d'eaux pluviales rue Principale,60950.00,25000.00,41.02,Gouvernement,Réserve ministérielle,#N/A,,
2011/135,2011,AMOROTS-SUCCOS,PYRENEES-ATLANTIQUES,l'aménagement du bourg d'Amorots,227395.46,5000.00,2.20,BOROTRA Didier,Sénat,PYRENEES-ATLANTIQUES,UC,http://nossenateurs.fr/BOROTRA%20Didier/xml
2011/136,2011,AMPOIGNE,MAYENNE,l'acquisition d'un tracteur avec équipements,35180.00,6000.00,17.06,ARTHUIS Jean,Sénat,MAYENNE,UDI,http://nossenateurs.fr/ARTHUIS%20Jean/xml
2011/137,2011,ANCE,PYRENEES-ATLANTIQUES,la restructuration et le renforcement du réseau d'eau potable,297000.00,20000.00,6.73,JARRAUD-VERGNOLLE Annie,Sénat,PYRENEES-ATLANTIQUES,SOCV,http://nossenateurs.fr/JARRAUD-VERGNOLLE%20Annie/xml
2011/138,2011,ANCENIS,LOIRE-ATLANTIQUE,la construction et l'aménagement d'équipements sportifs et de loisirs dans le quartier Pressoir-Rouge Bois Jauni,904242.10,20000.00,2.21,PAPON Monique,Sénat,LOIRE-ATLANTIQUE,UMP,http://nossenateurs.fr/PAPON%20Monique/xml
2011/139,2011,ANCONE,DROME,"le réaménagement du Club du 3ème âge et de l'agence postale communale dits ""Les Bateliers""",13155.95,6000.00,45.61,BOULAUD Didier,Sénat,NIEVRE,SOC,http://nossenateurs.fr/BOULAUD%20Didier/xml
2011/140,2011,ANCOURT,SEINE-MARITIME,la réhabilitation d'un bâtiment communal en local technique,83400.00,5000.00,6.00,HUREL Sandrine,Assemblée nationale,SEINE-MARITIME,SRC,http://2007.nosdeputes.fr/HUREL%20Sandrine/xml
2011/141,2011,ANCY-SUR-MOSELLE,MOSELLE,l'aménagement de logements locatifs au-dessus de l'école primaire,147750.60,5000.00,3.38,TODESCHINI Jean-Marc,Sénat,MOSELLE,SOC,http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
2011/142,2011,ANDANCE,ARDECHE,l'inscription et la mise en lumière du nom de la commune sur le mur soutenant le belvédère situé en bordure du Rhône,3742.55,1870.00,49.97,MARC François,Sénat,FINISTERE,SOC,http://nossenateurs.fr/MARC%20François/xml
2011/143,2011,ANDELARRE,HAUTE-SAONE,l'aménagement des réseaux d'eau potable et d'assainissement (tranches ferme et conditionnelle),526000.00,3000.00,0.57,JOYANDET Alain,Assemblée nationale,HAUTE-SAONE,UMP,http://2007.nosdeputes.fr/JOYANDET%20Alain/xml
2011/144,2011,ANDELNANS,TERRITOIRE DE BELFORT,"la construction d'un mur de soutènement, rue de Danjoutin",24300.00,12000.00,49.38,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/145,2011,ANDELNANS,TERRITOIRE DE BELFORT,la mise en sécurité des abords de l'école de Froideval,51446.00,15000.00,29.16,Gouvernement,Réserve ministérielle,#N/A,,
2011/146,2011,ANDELOT-BLANCHEVILLE,HAUTE-MARNE,travaux d'embellissement du village,191864.00,6000.00,3.13,CORNUT-GENTILLE François,Assemblée nationale,HAUTE-MARNE,UMP,http://2007.nosdeputes.fr/CORNUT-GENTILLE%20François/xml
2011/147,2011,ANDELU,YVELINES,la rénovation des linteaux et du plancher de la mairie,27979.12,13000.00,46.46,PRIMAS Sophie,Assemblée nationale,YVELINES,UMP,http://2007.nosdeputes.fr/PRIMAS%20Sophie/xml
2011/148,2011,ANDEVILLE,OISE,l'aménagement des abords de l'église,48000.00,7000.00,14.58,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/149,2011,ANDILLAC,TARN,l'aménagement sécuritaire du carrefour du Pausadou,75182.50,15000.00,19.95,Gouvernement,Réserve ministérielle,#N/A,,
2011/150,2011,ANDILLY,MEURTHE-ET-MOSELLE,l'acquisition de mobilier pour la nouvelle mairie,7999.72,3800.00,47.50,BOULAUD Didier,Sénat,NIEVRE,SOC,http://nossenateurs.fr/BOULAUD%20Didier/xml
2011/151,2011,ANDILLY,HAUTE-SAVOIE,la réfection de la charpente et de la toiture de la mairie et la création d'un local destiné aux archives,69064.01,15000.00,21.72,CARLE Jean-Claude,Sénat,HAUTE-SAVOIE,UMP,http://nossenateurs.fr/CARLE%20Jean-Claude/xml
2011/152,2011,ANDIRAN,LOT-ET-GARONNE,l'aménagement du village,55355.74,7650.00,13.82,SOULAGE Daniel,Sénat,LOT-ET-GARONNE,UC,http://nossenateurs.fr/SOULAGE%20Daniel/xml
2011/153,2011,ANDOLSHEIM,HAUT-RHIN,l'édification d'un columbarium,26046.28,5000.00,19.20,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/154,2011,ANDON,ALPES-MARITIMES,l'aménagement de la terrasse de la mairie annexe de Thorenc,34181.20,10254.00,30.00,TABAROT Michèle,Assemblée nationale,ALPES-MARITIMES,UMP,http://2007.nosdeputes.fr/TABAROT%20Michèle/xml
2011/155,2011,ANDON,ALPES-MARITIMES,l'acquisition d'un podium,4290.00,2145.00,50.00,RAOUL Daniel,Sénat,MAINE-ET-LOIRE,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
2011/156,2011,ANDRESY,YVELINES,l'acquisition de tableaux numériques interactifs pour les écoles élémentaires,19860.00,5958.00,30.00,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/157,2011,ANDRESY,YVELINES,"la réfection du bâtiment ""Le Moussel""",87325.62,20000.00,22.90,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/158,2011,ANDREZE,MAINE-ET-LOIRE,la construction et l'équipement mobilier d'une école publique,480000.00,10000.00,2.08,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/159,2011,ANERES,HAUTES-PYRENEES,l'installation de ralentisseurs sur le chemin de la Poutge,13394.40,1500.00,11.20,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/160,2011,ANERES,HAUTES-PYRENEES,"l'installation d'une défense incendie au lieu-dit ""Débat la Bielle""",3890.00,1000.00,25.71,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/161,2011,ANET,EURE-ET-LOIR,la construction d'une salle de spectacles,3500000.00,150000.00,4.29,Gouvernement,Réserve ministérielle,#N/A,,
2011/162,2011,ANET,EURE-ET-LOIR,"l'acquisition d'un bien immobilier situé 17, rue Diane de Poitiers",122000.00,30000.00,24.59,Gouvernement,Réserve ministérielle,#N/A,,
2011/163,2011,ANGE,LOIR-ET-CHER,l'aménagement d'une salle multiculturelle,69810.19,7000.00,10.03,GOURAULT Jacqueline,Sénat,LOIR-ET-CHER,UDI,http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
2011/164,2011,ANGECOURT,ARDENNES,l'aménagement d'un boulodrome,4419.24,50.00,1.13,LAMENIE Marc,Sénat,ARDENNES,UMP,http://nossenateurs.fr/LAMENIE%20Marc/xml
2011/165,2011,ANGEOT,TERRITOIRE DE BELFORT,la réfection de la toiture de l'église,35008.00,15000.00,42.85,Gouvernement,Réserve ministérielle,#N/A,,
2011/166,2011,ANGERVILLE,CALVADOS,la restauration du calvaire,19819.72,800.00,4.04,AMELINE Nicole,Assemblée nationale,CALVADOS,UMP,http://2007.nosdeputes.fr/AMELINE%20Nicole/xml
2011/167,2011,ANGERVILLE-LA-CAMPAGNE,EURE,aménagements de sécurité rue du Vieux Puits et aux abords de la salle des associations,14718.40,3000.00,20.38,LEFRAND Guy,Assemblée nationale,EURE,UMP,http://2007.nosdeputes.fr/LEFRAND%20Guy/xml
2011/168,2011,ANGERVILLE-LA-MARTEL,SEINE-MARITIME,la réfection du terrain multisports,29000.00,14500.00,50.00,FIDELIN Daniel,Assemblée nationale,SEINE-MARITIME,UMP,http://2007.nosdeputes.fr/FIDELIN%20Daniel/xml
2011/169,2011,ANGERVILLIERS,ESSONNE,"la création d'un commerce multiservices, place des Copains d'Abord",657339.50,20000.00,3.04,COLOT Geneviève,Assemblée nationale,ESSONNE,UMP,http://2007.nosdeputes.fr/COLOT%20Geneviève/xml
2011/170,2011,ANGLARS-DE-SAINT-FLOUR,CANTAL,l'aménagement de l'éclairage public aux villages du Cros et d'Orceyrettes,55264.28,12000.00,21.71,MARLEIX Alain,Assemblée nationale,CANTAL,UMP,http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
2011/171,2011,ANGOISSE,DORDOGNE,"l'aménagement du préau, la réfection de la cour et le remplacement des menuiseries extérieures de l'école et la création d'une rampe d'accès à la cantine",72046.00,5000.00,6.94,BERIT-DEBAT Claude,Sénat,DORDOGNE,SOC,http://nossenateurs.fr/BERIT-DEBAT%20Claude/xml
2011/172,2011,ANGOUSTRINE-VILLENEUVE-LES- ESCALDES,PYRENEES-ORIENTALES,la restructuration de la mairie et l'acquisition de mobilier,90000.00,10000.00,11.11,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/173,2011,ANGRES,PAS-DE-CALAIS,la construction de la Maison de la citoyenneté,950000.00,25000.00,2.63,DANGLOT Jean-Claude,Sénat,PAS-DE-CALAIS,CRC-SPG,http://nossenateurs.fr/DANGLOT%20Jean-Claude/xml
2011/174,2011,ANGY,OISE,"l'installation d'une chaudière dans la maison communale située 125, rue Aristide Briand",8113.20,4000.00,49.30,COURTIAL Edouard,Assemblée nationale,OISE,UMP,http://2007.nosdeputes.fr/COURTIAL%20Edouard/xml
2011/175,2011,ANJOUIN,INDRE,la construction d'un local de stockage de matériel,74460.00,5000.00,6.72,PINTON Louis,Sénat,INDRE,UMP,http://nossenateurs.fr/PINTON%20Louis/xml
2011/176,2011,ANLA,HAUTES-PYRENEES,la réfection de la voirie (programme 2011),37787.00,9429.00,24.95,FORTASSIN François,Sénat,HAUTES-PYRENEES,RDSE,http://nossenateurs.fr/FORTASSIN%20François/xml
2011/177,2011,ANNAY-SOUS-LENS,PAS-DE-CALAIS,"l'aménagement d'un poste de pêche accessible aux personnes à mobilité réduite, l'acquisition d'une table forestière accessible aux fauteuils roulants et la pose de plots d'éveil dans les salles communales",5853.69,2700.00,46.12,DELCOURT Guy,Assemblée nationale,PAS-DE-CALAIS,SRC,http://2007.nosdeputes.fr/DELCOURT%20Guy/xml
2011/178,2011,ANNECY,HAUTE-SAVOIE,la réfection de l'éclairage du parc des sports,254894.96,100000.00,39.23,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/179,2011,ANNECY,HAUTE-SAVOIE,l'aménagement du square de la Victoire de Stalingrad,275363.94,136000.00,49.39,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/180,2011,ANNECY,HAUTE-SAVOIE,"l'aménagement de passages piétons, avenue Gambetta",75250.84,36000.00,47.84,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/181,2011,ANNECY,HAUTE-SAVOIE,"l'aménagement d'un nouveau cheminement piétonnier, avenue de Thônes",59298.35,28000.00,47.22,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/182,2011,ANNECY,HAUTE-SAVOIE,l'implantation de vestiaires modulaires au stade des Iles,250000.00,50000.00,20.00,HERISSON Pierre,Sénat,HAUTE-SAVOIE,UMP,http://nossenateurs.fr/HERISSON%20Pierre/xml
2011/183,2011,ANNECY-LE-VIEUX,HAUTE-SAVOIE,la plantation d'arbres (programme 2011),310000.00,120000.00,38.71,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/184,2011,ANNECY-LE-VIEUX,HAUTE-SAVOIE,travaux de revêtement bitumineux (programme 2011),352000.00,100000.00,28.41,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/185,2011,ANNECY-LE-VIEUX,HAUTE-SAVOIE,"la construction d'une crèche et d'un relais assistantes maternelles au lieu-dit ""Le Petit Brogny""",968634.00,200000.00,20.65,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/186,2011,ANNECY-LE-VIEUX,HAUTE-SAVOIE,"les travaux préparatoires et de viabilité connexes à la construction de la structure petite enfance et à l'aménagement d'un relais d'assistantes maternelles au ""Petit Brogny""",278000.00,80000.00,28.78,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/187,2011,ANNEMASSE,HAUTE-SAVOIE,la réhabilitation du centre nautique,12700000.00,45000.00,0.35,BIRRAUX Claude,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/BIRRAUX%20Claude/xml
2011/188,2011,ANNESSE-ET-BEAULIEU,DORDOGNE,l'aménagement de la rue du Général de Gaulle (tranches ferme et conditionnelle),489075.00,3000.00,0.61,ASSOULINE David,Sénat,PARIS,SOC,http://nossenateurs.fr/ASSOULINE%20David/xml
2011/189,2011,ANNET-SUR-MARNE,SEINE-ET-MARNE,l'installation d'un système de vidéosurveillance de la voie publique,215862.66,25000.00,11.58,ALBARELLO Yves,Assemblée nationale,SEINE-ET-MARNE,UMP,http://2007.nosdeputes.fr/ALBARELLO%20Yves/xml
2011/190,2011,ANNEVILLE-AMBOURVILLE,SEINE-MARITIME,la construction d'une supérette communale,566780.00,10000.00,1.76,BOUILLON Christophe,Assemblée nationale,SEINE-MARITIME,SRC,http://2007.nosdeputes.fr/BOUILLON%20Christophe/xml
2011/191,2011,ANNEVILLE-LA-PRAIRIE,HAUTE-MARNE,la mise aux normes du réseau d'eau potable,36185.00,5000.00,13.82,CORNUT-GENTILLE François,Assemblée nationale,HAUTE-MARNE,UMP,http://2007.nosdeputes.fr/CORNUT-GENTILLE%20François/xml
2011/192,2011,ANNEVILLE-SUR-MER,MANCHE,l'assainissement des eaux usées du bourg,958143.14,40000.00,4.17,LE GRAND Jean-François,Sénat,MANCHE,NI,http://nossenateurs.fr/LE GRAND Jean-François/xml
2011/193,2011,ANNEYRON,DROME,la construction d'une école maternelle,1811059.00,25000.00,1.38,RAOUL Daniel,Sénat,MAINE-ET-LOIRE,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
2011/194,2011,ANOS,PYRENEES-ATLANTIQUES,"la construction d'un local de rangement à la ""Maison Pour Tous""",48769.75,7000.00,14.35,BAYROU François,Assemblée nationale,PYRENEES-ATLANTIQUES,NI,http://2007.nosdeputes.fr/BAYROU%20François/xml
2011/195,2011,ANOUX,MEURTHE-ET-MOSELLE,la réfection du mur du verger en pierres sèches,5445.00,1000.00,18.37,LE DEAUT Jean-Yves,Assemblée nationale,MEURTHE-ET-MOSELLE,SRC,http://2007.nosdeputes.fr/LE DEAUT Jean-Yves/xml
2011/196,2011,ANOUX,MEURTHE-ET-MOSELLE,la réfection des sanitaires et de la porte arrière de la salle polyvalente,11605.41,2000.00,17.23,LE DEAUT Jean-Yves,Assemblée nationale,MEURTHE-ET-MOSELLE,SRC,http://2007.nosdeputes.fr/LE DEAUT Jean-Yves/xml
2011/197,2011,ANOUX,MEURTHE-ET-MOSELLE,la réfection de la route de Lixières,8670.00,1000.00,11.53,LE DEAUT Jean-Yves,Assemblée nationale,MEURTHE-ET-MOSELLE,SRC,http://2007.nosdeputes.fr/LE DEAUT Jean-Yves/xml
2011/198,2011,ANTAGNAC,LOT-ET-GARONNE,l'aménagement de la traversée du village,37225.20,8361.00,22.46,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/199,2011,ANTEZANT-LA-CHAPELLE,CHARENTE-MARITIME,la construction d'un atelier municipal et d'un local associatif et l'aménagement d'un espace paysager,134639.03,5000.00,3.71,QUERE Catherine,Assemblée nationale,CHARENTE-MARITIME,SRC,http://2007.nosdeputes.fr/QUERE%20Catherine/xml
2011/200,2011,ANTIBES,ALPES-MARITIMES,l'aménagement du parc de loisirs des Semboules,314080.00,130000.00,41.39,LEONETTI Jean,Assemblée nationale,ALPES-MARITIMES,UMP,http://2007.nosdeputes.fr/LEONETTI%20Jean/xml
2011/201,2011,ANTIBES,ALPES-MARITIMES,l'aménagement du clos de l'Etoile Bouliste de la Croix Rouge,250000.00,120000.00,48.00,LEONETTI Jean,Assemblée nationale,ALPES-MARITIMES,UMP,http://2007.nosdeputes.fr/LEONETTI%20Jean/xml
2011/202,2011,ANTIBES,ALPES-MARITIMES,l'aménagement du chemin des Terriers (1ère tranche),514800.00,200000.00,38.85,LEONETTI Jean,Assemblée nationale,ALPES-MARITIMES,UMP,http://2007.nosdeputes.fr/LEONETTI%20Jean/xml
2011/203,2011,ANTIBES,ALPES-MARITIMES,l'aménagement du chemin des Terriers (2ème tranche),985200.00,200000.00,20.30,LEONETTI Jean,Assemblée nationale,ALPES-MARITIMES,UMP,http://2007.nosdeputes.fr/LEONETTI%20Jean/xml
2011/204,2011,ANTIGNAC,CANTAL,la rénovation et la mise aux normes de l'auberge de la Sumène,21721.00,10000.00,46.04,BONY Jean-Yves,Assemblée nationale,CANTAL,UMP,http://2007.nosdeputes.fr/BONY%20Jean-Yves/xml
2011/205,2011,ANTIGNAC,HAUTE-GARONNE,la réhabilitation des biefs n°8 et n°9 du ruisseau,20000.00,1000.00,5.00,IDIART Jean-Louis,Assemblée nationale,HAUTE-GARONNE,SRC,http://2007.nosdeputes.fr/IDIART%20Jean-Louis/xml
2011/206,2011,ANTIN,HAUTES-PYRENEES,la réhabilitation de l'ancienne école en logements locatifs,179872.00,5000.00,2.78,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/207,2011,ANZELING,MOSELLE,la réfection du mur du cimetière,15833.50,4000.00,25.26,MARC François,Sénat,FINISTERE,SOC,http://nossenateurs.fr/MARC%20François/xml
2011/208,2011,AOUSTE-SUR-SYE,DROME,"la construction d'un restaurant scolaire, d'une bibliothèque et de bureaux",1557648.00,100000.00,6.42,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/209,2011,APCHON,CANTAL,le remplacement des fenêtres et des volets du bâtiment de la mairie,57450.00,6000.00,10.44,MARLEIX Alain,Assemblée nationale,CANTAL,UMP,http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
2011/210,2011,APPILLY,OISE,l'acquisition de matériel d'entretien pour les espace verts,8556.38,4278.00,50.00,GONNOT François-Michel,Assemblée nationale,OISE,UMP,http://2007.nosdeputes.fr/GONNOT%20François-Michel/xml
2011/211,2011,APREMONT,AIN,l'extension de l'école maternelle,512900.00,20000.00,3.90,de la VERPILLIERE Charles,Assemblée nationale,AIN,UMP,http://2007.nosdeputes.fr/de la VERPILLIERE Charles/xml
2011/212,2011,APREMONT,HAUTE-SAONE,la mise en accessibilité de la mairie,11697.00,1000.00,8.55,JOYANDET Alain,Assemblée nationale,HAUTE-SAONE,UMP,http://2007.nosdeputes.fr/JOYANDET%20Alain/xml
2011/213,2011,APREMONT-LA-FORET,MEUSE,l'aménagement d'une aire de jeux multisports,49500.00,5000.00,10.10,PANCHER Bertrand,Assemblée nationale,MEUSE,UMP,http://2007.nosdeputes.fr/PANCHER%20Bertrand/xml
2011/214,2011,APREMONT-SUR-AIRE,ARDENNES,l'installation d'un système de désinfection automatique de l'eau,4953.00,1500.00,30.28,Gouvernement,Réserve ministérielle,#N/A,,
